desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
gpt2-xl_L40_U1823_D4,gpt2-xl,40,1823,4,"A discussion of a planned or executed collaborative effort related to health, work, or community improvement",0.2935,-0.5860535103827853,0.0244991626845618
gpt2-xl_L40_U1823_D5,gpt2-xl,40,1823,5,Promotional products or gifts relating to cuteness and popularity with customers,0.0566,-1.017223871539947,1.3642154487746706e-06
gpt2-xl_L40_U3254_D1,gpt2-xl,40,3254,1,"Experiences related to entertainment, social interactions, personal anecdotes, or products/brands, often with a focus on reactions or opinions",0.0125,-3.11823379356123,1.0925370154945094e-07
gpt2-xl_L40_U3254_D2,gpt2-xl,40,3254,2,"Automotive repair, home improvement, and 3D printing services",0.0115,-3.43154974662583,1.029075356074078e-07
gpt2-xl_L40_U3254_D3,gpt2-xl,40,3254,3,"Training, coaching, or mentorship programs and the benefits they provide",0.0093,-3.4017857874328685,9.017690101350517e-08
gpt2-xl_L40_U3254_D4,gpt2-xl,40,3254,4,"Topics related to politics, sports, and current events, specifically focusing on major decisions, outcomes, and controversies",0.0041,-3.8817221598040823,6.585267925979239e-08
gpt2-xl_L40_U3254_D5,gpt2-xl,40,3254,5,"Consumption of food, beverages, or medications, sometimes for free or at a reduced price",0.0022,-4.0663772182709295,5.8661450106368925e-08
gpt2-xl_L40_U3515_D1,gpt2-xl,40,3515,1,"Relating to professional services, products, or qualifications, often involving quality, standards, or certifications, sometimes in specific industries like construction, healthcare, or finance, and often with a focus on providing confidence or ensuring best practices",0.1628,-1.1530256467426088,0.0002395823582836
gpt2-xl_L40_U3515_D2,gpt2-xl,40,3515,2,"Educational programs, sporting events, locations, and services related to transportation, accommodation, and property management",0.0957,-1.399623898748233,1.0618468531406408e-05
gpt2-xl_L40_U3515_D3,gpt2-xl,40,3515,3,"Sports team member, sports event, or sports period",0.0792,-1.5914478220479271,4.562895646160938e-06
gpt2-xl_L40_U3515_D4,gpt2-xl,40,3515,4,"Discussions of professional certifications or licenses, often in the context of career development or employment opportunities, and sometimes relating to medical fields, or the seeking of training or education",0.0531,-1.800252958895738,1.125657171320246e-06
gpt2-xl_L40_U3515_D5,gpt2-xl,40,3515,5,"Actions related to enhancing, improving, or fixing the appearance of something, often focusing on quality and attention to detail",0.0055,-2.159343109973403,7.169064437859728e-08
gpt2-xl_L40_U3612_D1,gpt2-xl,40,3612,1,"Ineffectiveness of interventions, questioning of evidence supporting interventions, negative impacts of certain products or substances, and analysis of studies or research",0.9121,1.872679508313617,7.150499566031616e-06
gpt2-xl_L40_U3612_D2,gpt2-xl,40,3612,2,"Health benefits of avocado, color testing tools, gene normalization for hPDL fibroblasts, teriyaki chicken wings, reptile hemoparasite identification, hemorrhoid treatments, omega-3 fatty acid supplements for fertility, baking trout, plant-based protein powder, sleeping aids market analysis, anti-pigmentation cream, air purifier selection for allergies, quartz varieties, weight management supplement, cotton bag production, Italian pasta salad nutrition, calendula cream ingredients, stimulant-free energy supplement, and cichlid feeding habits",0.9104,1.59880750019266,7.79866870579308e-06
gpt2-xl_L40_U3612_D3,gpt2-xl,40,3612,3,"Professional standards, requirements, and practices related to a variety of fields, including surveying, reviewing products/services, nutrition, data analysis, education, healthcare, music, and spirituality",0.8176,0.8980613961349276,0.0005409579759754
gpt2-xl_L40_U3612_D4,gpt2-xl,40,3612,4,"Descriptions, specifications, instructions, or analysis of data or information often involving numbered or specific items",0.6535,0.2692397055267328,0.0945655762543941
gpt2-xl_L40_U3612_D5,gpt2-xl,40,3612,5,"Quantities, time, or durations related to food, events, or other items",0.5561,-0.1605087024804881,0.5414328959803529
gpt2-xl_L40_U3636_D1,gpt2-xl,40,3636,1,"Food preparation, especially baking and cooking, with details of ingredients, methods, and sometimes tools or equipment",0.6769000000000001,0.4885269587106114,0.0540137021056863
gpt2-xl_L40_U3636_D2,gpt2-xl,40,3636,2,"Camera equipment and settings, including lenses, zoom, frame, light, and f-stop",0.6482,0.3590268118555738,0.1065168096124487
gpt2-xl_L40_U3636_D3,gpt2-xl,40,3636,3,"Division of assets/property, medical procedures/treatments, legal disputes/court proceedings, and organizational activities/events",0.5042,0.1216600198789745,0.9639375474995232
gpt2-xl_L40_U3636_D4,gpt2-xl,40,3636,4,"Requirements, instructions, or demands related to services, actions, or costs, often within the context of contracts, agreements, or official processes",0.1869,-1.251940184913206,0.0006482390716559
gpt2-xl_L40_U3636_D5,gpt2-xl,40,3636,5,"Events, particularly those related to conflict, competition, or problematic situations",0.0193,-1.402066822657229,1.636194262544681e-07
gpt2-xl_L40_U3948_D1,gpt2-xl,40,3948,1,"Culinary experiences, fashion, and beauty services, often with a focus on high quality, unique offerings, and customer satisfaction",0.984,3.809527603480296,1.345871789755623e-07
gpt2-xl_L40_U3948_D2,gpt2-xl,40,3948,2,"Nightlife, restaurants, or entertainment venues",0.9651,3.0325155516184905,4.050317980528093e-07
gpt2-xl_L40_U3948_D3,gpt2-xl,40,3948,3,"Software development, design, and implementation, especially web and application development, including UI/UX design and branding",0.6254,-0.1021638375831517,0.1720488701320578
gpt2-xl_L40_U3948_D4,gpt2-xl,40,3948,4,"Concepts of personal growth, learning, and self-discovery, often in the context of acquiring a new skill or understanding a concept related to language, profession, or personal development",0.4961,-0.1646200616435682,0.96654288374868
gpt2-xl_L40_U3948_D5,gpt2-xl,40,3948,5,"French language learning, professional certifications and qualifications, and company services related to specific industries",0.4557,-0.2078695082454185,0.6297418577890953
gpt2-xl_L40_U4055_D1,gpt2-xl,40,4055,1,"Concepts related to input devices and terminals, specifically their access methods, ports, and connection configurations",0.9772,3.160600090063997,2.0100759771977238e-07
gpt2-xl_L40_U4055_D2,gpt2-xl,40,4055,2,"Criteria for high status, especially in employment and education, in relation to leadership and access to services",0.823,0.4289133053550577,0.0004340895005018
gpt2-xl_L40_U4055_D3,gpt2-xl,40,4055,3,"Concepts of dolls, games, movies, TV shows, music, and software in a context of a personal story or review mentioning specific names or titles",0.7643,0.6067599546900787,0.0039903581682612
gpt2-xl_L40_U4055_D4,gpt2-xl,40,4055,4,"Computer accessories, including network attached storage, KVM switches, loop pedals, and replacement batteries, as well as car safety features such as seat belts",0.1767999999999999,-0.6358097655660011,0.0004305384256306
gpt2-xl_L40_U4055_D5,gpt2-xl,40,4055,5,"Dates and locations of events, often including specific times and ages of participants",0.0675,-0.7855041141381846,2.4600811814296365e-06
gpt2-xl_L40_U4244_D1,gpt2-xl,40,4244,1,"Body, mind, or emotions, especially related to intentional self-care or activities",0.8681000000000001,0.9382666215341668,6.077220499612683e-05
gpt2-xl_L40_U4244_D2,gpt2-xl,40,4244,2,"Discussions of religious events, specifically anniversaries of unions or councils within a church, and locations, dates, and key figures involved",0.7243,0.1945306729945116,0.0145602824171804
gpt2-xl_L40_U4244_D3,gpt2-xl,40,4244,3,"Abilities, skills, or qualifications that can be used to achieve future goals or outcomes",0.6187999999999999,-0.0824484019725587,0.195753537557521
gpt2-xl_L40_U4244_D4,gpt2-xl,40,4244,4,"Beverages, food, medications, or other consumable substances, sometimes in relation to specific brands, purposes, or events",0.5712,-0.1194698971002239,0.4382466020269561
gpt2-xl_L40_U4244_D5,gpt2-xl,40,4244,5,"Locations, buildings, events, or services and the ability or opportunity to use, access, or engage with them",0.5569,-0.1892782056500571,0.5356770089982614
gpt2-xl_L40_U4808_D1,gpt2-xl,40,4808,1,"Sports team performance, including wins, losses, scores, player injuries, and upcoming matches",0.9754,3.341460818779812,2.2332623019397122e-07
gpt2-xl_L40_U4808_D2,gpt2-xl,40,4808,2,"Themes of creative work, products, or brands, and their consumption, creation, or marketing, especially in the context of feelings of connection, belonging, or shared experience",0.1819,-1.0906804075160397,0.0005301181332461
gpt2-xl_L40_U4808_D3,gpt2-xl,40,4808,3,"Marketing, advertising, branding, business growth, and customer acquisition, often in relation to digital platforms like websites and social media",0.0151,-1.5984723766620794,1.2757730170965157e-07
gpt2-xl_L40_U4808_D4,gpt2-xl,40,4808,4,"Products or items related to online retail, including customer experience, shipping information, and descriptions",0.0103,-1.7663607553614735,9.576225411624417e-08
gpt2-xl_L40_U4808_D5,gpt2-xl,40,4808,5,"Real estate, home renovation, car services, or travel and leisure offerings, especially including information and services provided",0.0088,-1.824144792853318,8.750382036173956e-08
gpt2-xl_L40_U4965_D1,gpt2-xl,40,4965,1,"Temporal expressions of durations of reigns, terms, or events",0.9835,2.903001810656421,1.3864106879928018e-07
gpt2-xl_L40_U4965_D2,gpt2-xl,40,4965,2,"Topics, issues, or subjects being discussed, presented, provided, found, or searched, sometimes with a location or time element",0.9789,2.852816715768828,1.819185387574221e-07
gpt2-xl_L40_U4965_D3,gpt2-xl,40,4965,3,"The semantic concept that activates this neuron appears to be forms of the verb ""to be,"" particularly in contexts discussing entertainment, media, or current events.  The activated words frequently include ""[is]"", ""[was]"", ""[are]"",  ""[be]"", ""[been]"", and contracted forms like ""[‘s]"", and often appear alongside discussions of movies, music, or public figures",0.9585,1.6928410779073966,5.893567412476273e-07
gpt2-xl_L40_U4965_D4,gpt2-xl,40,4965,4,"Ratings, quantities, and names of places, people, or things",0.9165,1.395367352230267,5.7034308934333146e-06
gpt2-xl_L40_U4965_D5,gpt2-xl,40,4965,5,"Products and brands, often with model specifications, and sometimes dates",0.8764,1.0422845867473791,4.127608326133438e-05
gpt2-xl_L40_U5557_D1,gpt2-xl,40,5557,1,"Discussions of software, technology, features, USB, internet, and/or Android",0.8803000000000001,1.0630081565608762,3.432296222521299e-05
gpt2-xl_L40_U5557_D2,gpt2-xl,40,5557,2,"Medical, educational, or childcare programs and services",0.8171999999999999,0.7120593790376308,0.0005497781577717
gpt2-xl_L40_U5557_D3,gpt2-xl,40,5557,3,"Themes of family, holidays, and special occasions, often involving gifts or symbolic gestures",0.7857,0.6415613839831711,0.0018578081788318
gpt2-xl_L40_U5557_D4,gpt2-xl,40,5557,4,"Events, occasions, or festivals, often with a time element",0.742,0.3550109207316828,0.0083896835802252
gpt2-xl_L40_U5557_D5,gpt2-xl,40,5557,5,"A date, duration, negation, or characteristics of something, possibly a geographic feature, followed by a modal verb, and potentially a pronoun or proper noun",0.7326999999999999,0.2868522109821432,0.011255952975387
gpt2-xl_L40_U6067_D1,gpt2-xl,40,6067,1,Discussions of formal speeches by US presidents,0.9905,4.333665961863622,9.126812326913537e-08
gpt2-xl_L40_U6067_D2,gpt2-xl,40,6067,2,Holiday or special occasion accessories/decorations,0.961,2.339779514564362,5.116034342847904e-07
gpt2-xl_L40_U6067_D3,gpt2-xl,40,6067,3,"Recollection, usage, or discussion of educational resources, creative works, personal experiences, media, or specific items",0.9457,1.93924777621546,1.2025287238173608e-06
gpt2-xl_L40_U6067_D4,gpt2-xl,40,6067,4,"Descriptions, explanations, or instructions related to methods or processes",0.8814000000000001,1.186339792293235,3.257265205445834e-05
gpt2-xl_L40_U6067_D5,gpt2-xl,40,6067,5,"Events, often with a time and/or a date",0.8382000000000001,0.694946448835887,0.0002295654275887
gpt2-xl_L40_U6106_D1,gpt2-xl,40,6106,1,"Camera, audio equipment, or video game features and functions",0.7733,1.3034439879930324,0.0029110756272782
gpt2-xl_L40_U6106_D2,gpt2-xl,40,6106,2,"Negative consequences of revealing plot details in movie trailers, TV shows, presentations, news articles, and other media",0.6614,0.0172169483833604,0.0787715185527821
gpt2-xl_L40_U6106_D3,gpt2-xl,40,6106,3,Conditions of sale or intended use,0.2029,-0.7307085871944494,0.0012110323616301
gpt2-xl_L40_U6106_D4,gpt2-xl,40,6106,4,"Artistic creation, its process, and its commercial aspects",0.1965,-0.4877500369714355,0.000946397902342
gpt2-xl_L40_U6106_D5,gpt2-xl,40,6106,5,"Audio-visual media, digital platforms, and services related to legal, medical, or financial consultations or transactions",0.0116,-1.3135014602305888,1.035257361666066e-07
gpt2-xl_L40_U6364_D1,gpt2-xl,40,6364,1,"Attributes of vehicles, specifically fuel type, engine size, mileage, transmission, drivetrain, and additional features like navigation systems or heated seats",0.0402,-1.98713139323441,5.476030444124299e-07
gpt2-xl_L40_U6364_D2,gpt2-xl,40,6364,2,"First-person narratives discussing personal experiences, often including specific items or activities",0.0229,-2.1108112205100453,2.0218881350924727e-07
gpt2-xl_L40_U6364_D3,gpt2-xl,40,6364,3,"Events, gatherings, or locations, often related to religion, family, or recreation, including specific details or characteristics",0.0224,-2.264749365214031,1.9634908171596067e-07
gpt2-xl_L40_U6364_D4,gpt2-xl,40,6364,4,"Network management, pediatric neurology, airline services, vehicular accidents, tropical cyclones, plant viruses, stressful times and new jobs, bicycle and pedestrian safety, gasoline station emergencies, dialysis treatment errors, video surveillance, vaccines, natural resource extraction projects, real estate websites, influenza virus evolution, and board meetings",0.0147,-2.537153894889988,1.245764188216172e-07
gpt2-xl_L40_U6364_D5,gpt2-xl,40,6364,5,"Descriptions of conflicts, competitions, or challenging situations, often involving proper nouns of people, organizations, locations, or events",0.0054,-3.255438294517813,7.12575370065108e-08
Llama-3.1-8B-Instruct_L0_U823_D1,Llama-3.1-8B-Instruct,0,823,1,"Discussions of transportation, locations, relocation, real estate, and employment/jobs",0.9276,1.7482515916744124,3.19255106288193e-06
Llama-3.1-8B-Instruct_L0_U823_D2,Llama-3.1-8B-Instruct,0,823,2,"Methods, approaches, or activities that enable individuals to achieve desired objectives or improvements related to personal or professional situations",0.924,1.5126549757814045,3.859552115753656e-06
Llama-3.1-8B-Instruct_L0_U823_D3,Llama-3.1-8B-Instruct,0,823,3,"Activities and events, often with food, locations, or time references",0.885,1.2742430361682164,2.741837351827129e-05
Llama-3.1-8B-Instruct_L0_U823_D4,Llama-3.1-8B-Instruct,0,823,4,"Locations, people, and events related to safety and returning",0.8766,1.3361242341745525,4.088917092053875e-05
Llama-3.1-8B-Instruct_L0_U823_D5,Llama-3.1-8B-Instruct,0,823,5,"A description of a product or service related to home improvement, often involving a specific material or feature, and occasionally mentioning a location or brand",0.8126,1.114919386629031,0.0006613094658388
Llama-3.1-8B-Instruct_L0_U1997_D1,Llama-3.1-8B-Instruct,0,1997,1,"Accomplishments, resources, and development opportunities in business, technology, and government sectors",0.9983,6.258576387656727,5.68992822176874e-08
Llama-3.1-8B-Instruct_L0_U1997_D2,Llama-3.1-8B-Instruct,0,1997,2,"Proper nouns related to people, places, organizations, and events",0.9915,4.809209954363201,8.593696940695784e-08
Llama-3.1-8B-Instruct_L0_U1997_D3,Llama-3.1-8B-Instruct,0,1997,3,"Products or items, often described with specific attributes like materials, brands, or styles",0.9907,4.3013845026453685,9.017690101350517e-08
Llama-3.1-8B-Instruct_L0_U1997_D4,Llama-3.1-8B-Instruct,0,1997,4,"Products or services, often with associated locations, sizes, or quantities",0.9835,3.674147488042086,1.3864106879928018e-07
Llama-3.1-8B-Instruct_L0_U1997_D5,Llama-3.1-8B-Instruct,0,1997,5,"Second person perspective related to encouragement, doing, or refraining from doing something",0.9792,3.0394939348130956,1.7873702400367636e-07
Llama-3.1-8B-Instruct_L0_U2395_D1,Llama-3.1-8B-Instruct,0,2395,1,"Events, projects, or initiatives and their associated details such as locations, dates, times, or descriptions",1.0,4.577533675274222,5.1283388415865974e-08
Llama-3.1-8B-Instruct_L0_U2395_D2,Llama-3.1-8B-Instruct,0,2395,2,"Oaths, love, pledges, events, diets, locations, medical procedures, faith, teaching, spiritual experiences",0.9997,4.064661792214446,5.2233768642952676e-08
Llama-3.1-8B-Instruct_L0_U2395_D3,Llama-3.1-8B-Instruct,0,2395,3,"Discussions of product or service quality, sometimes with a focus on customer satisfaction or specific client needs",0.9987,3.3198806302877277,5.552658549556702e-08
Llama-3.1-8B-Instruct_L0_U2395_D4,Llama-3.1-8B-Instruct,0,2395,4,"Professional services in diverse sectors, often involving legal, technological, or specialized expertise",0.9973,2.9625433779069223,6.047644888048207e-08
Llama-3.1-8B-Instruct_L0_U2395_D5,Llama-3.1-8B-Instruct,0,2395,5,"Products or services, especially customized or bespoke ones",0.7443000000000001,1.2397882062164352,0.007790223288563
Llama-3.1-8B-Instruct_L0_U3016_D1,Llama-3.1-8B-Instruct,0,3016,1,"Discussions about products, services, or events, where there is an emphasis on personal thoughts, experiences, or opinions related to their quality, impact, or relevance",0.2455,-0.7319400683170354,0.0055686523354329
Llama-3.1-8B-Instruct_L0_U3016_D2,Llama-3.1-8B-Instruct,0,3016,2,"Functionality, status, or characteristics of electronic devices, sometimes including identification, location, updates, or cost",0.2061,-0.8846378643311498,0.0013675873802193
Llama-3.1-8B-Instruct_L0_U3016_D3,Llama-3.1-8B-Instruct,0,3016,3,"Small consumable or usable products, often described with brand names, in contexts related to their utility or application",0.1112999999999999,-1.2109411467728408,2.2934337482864253e-05
Llama-3.1-8B-Instruct_L0_U3016_D4,Llama-3.1-8B-Instruct,0,3016,4,"Years, locations, and events or initiatives related to improving lives or situations",0.0645,-1.7278508731672184,2.0944096680559136e-06
Llama-3.1-8B-Instruct_L0_U3016_D5,Llama-3.1-8B-Instruct,0,3016,5,"The ability, quality, or worth of something, often related to tenure, activities, remarks, or plans, and sometimes contrasted with alternative options",0.0572,-1.7322443961463376,1.4097173918292526e-06
Llama-3.1-8B-Instruct_L0_U3887_D1,Llama-3.1-8B-Instruct,0,3887,1,"Titles, names, locations, and numbers related to entertainment, products, or events",0.5945,0.3080046349363008,0.3034778570087925
Llama-3.1-8B-Instruct_L0_U3887_D2,Llama-3.1-8B-Instruct,0,3887,2,"Books, book boxes, clothing items, locations, tools, or treatments",0.3991,-0.2082219366163091,0.2718858915838329
Llama-3.1-8B-Instruct_L0_U3887_D3,Llama-3.1-8B-Instruct,0,3887,3,"Creative works, entertainment, life events, software features, and personal reflections",0.2522999999999999,-0.6771799270403558,0.0069742559634814
Llama-3.1-8B-Instruct_L0_U3887_D4,Llama-3.1-8B-Instruct,0,3887,4,"Middle Eastern or Iraqi news, business, energy, politics, or security, company information including organization, departments, production, and markets, software or operating systems, educational programs or institutions, healthcare and medical procedures or financing, concentrated solar power (CSP) or other energy technologies, construction projects, or photography exhibitions or galleries",0.2289,-0.7701281244436671,0.0031469496275474
Llama-3.1-8B-Instruct_L0_U3887_D5,Llama-3.1-8B-Instruct,0,3887,5,"Business, financial, technological services, or digital content related to regulations, compliance, intellectual property, and/or security",0.1204,-1.261014610668474,3.548291678012974e-05
Llama-3.1-8B-Instruct_L0_U5359_D1,Llama-3.1-8B-Instruct,0,5359,1,"Locations or individuals associated with residential properties, universities, geographic regions, historical sites, solar flares, language models, temples, and video games",0.1126,-1.191915145532592,2.442375193678229e-05
Llama-3.1-8B-Instruct_L0_U5359_D2,Llama-3.1-8B-Instruct,0,5359,2,"Themes of a person's occupation, a negative action, or a political entity",0.1002,-1.5259345976878202,1.329733928041263e-05
Llama-3.1-8B-Instruct_L0_U5359_D3,Llama-3.1-8B-Instruct,0,5359,3,"Questions about various topics, often related to cost, effectiveness, or proper usage, and often including conditional clauses or the word ""if""",0.0455,-1.8799947973667075,7.379752621842835e-07
Llama-3.1-8B-Instruct_L0_U5359_D4,Llama-3.1-8B-Instruct,0,5359,4,Attributes of footwear or tools and home improvement ideas,0.0432,-2.4895944592408417,6.486086211420512e-07
Llama-3.1-8B-Instruct_L0_U5359_D5,Llama-3.1-8B-Instruct,0,5359,5,"Concepts related to specifications or requirements, especially in contexts of quality, legality, logic, or risk, including processes related to efficiency, compliance, and improvement",0.0396,-1.9226740328757217,5.293082088920167e-07
Llama-3.1-8B-Instruct_L0_U5716_D1,Llama-3.1-8B-Instruct,0,5716,1,"Conditional acceptance, approval, or affirmation, often concerning life decisions, personal preferences, or relationships",0.7952,0.971866389115081,0.0013018619492635
Llama-3.1-8B-Instruct_L0_U5716_D2,Llama-3.1-8B-Instruct,0,5716,2,"Discussions of controversial topics or events involving business, film, television, music, politics, sports, or social media",0.7339,0.6104013695523135,0.0108428142283934
Llama-3.1-8B-Instruct_L0_U5716_D3,Llama-3.1-8B-Instruct,0,5716,3,"Professional services, including VPNs, education, home improvement, local businesses, environmental consulting, dental care, franchising, climate change information, rope access training, pharmacy, and customer service",0.6587000000000001,0.3649431481844575,0.0839087894287657
Llama-3.1-8B-Instruct_L0_U5716_D4,Llama-3.1-8B-Instruct,0,5716,4,"Experiences related to food, drinks, or products, often with a positive connotation, sometimes relating to a specific location or brand",0.5811,0.2119335200140722,0.3772281854500174
Llama-3.1-8B-Instruct_L0_U5716_D5,Llama-3.1-8B-Instruct,0,5716,5,"Products or features that improve quality of life, convenience, or user experience, especially related to technology, home appliances, outdoor gear, and health",0.5271,0.0309832259768636,0.768221933641269
Llama-3.1-8B-Instruct_L0_U6179_D1,Llama-3.1-8B-Instruct,0,6179,1,"Artistic performances, maritime safety, renewable energy, medical professions, rope access, organizational leadership, real estate sector, and geographic locations",0.7434,0.6254311757814551,0.0080200670339593
Llama-3.1-8B-Instruct_L0_U6179_D2,Llama-3.1-8B-Instruct,0,6179,2,"Programming languages (especially JVM-based languages like Java, Kotlin and Scala), software tools/environments (like Docker or software for editing games), customization of software and products (like website themes, game cheats, or user interfaces), legal terms and conditions (especially regarding websites), and filesystems and backups (particularly in the context of mail servers)",0.3242,-0.2293748947033292,0.0555253496403972
Llama-3.1-8B-Instruct_L0_U6179_D3,Llama-3.1-8B-Instruct,0,6179,3,"Features of vehicles, electronic devices, or locations, especially when described as high-quality, unique, convenient, or powerful",0.2631,-0.7780403283051216,0.009868355411404
Llama-3.1-8B-Instruct_L0_U6179_D4,Llama-3.1-8B-Instruct,0,6179,4,"Color, dialog, language translation, biography, state history, Amazon Prime Reading, memory improvement, music, Twine files, card game mechanics, Minecraft gameplay, theater date, childbirth, makeup palette, art, mobile app development, museum visit, and dialectical behavior therapy",0.1168,-1.134912444333617,2.9890092790988614e-05
Llama-3.1-8B-Instruct_L0_U6179_D5,Llama-3.1-8B-Instruct,0,6179,5,"Discussions of locations, events, and people, often with a temporal aspect like dates or time periods",0.0849,-1.5421211503445813,6.130357133499786e-06
Llama-3.1-8B-Instruct_L0_U7117_D1,Llama-3.1-8B-Instruct,0,7117,1,"Career changes, new jobs, or career advancements, often with a focus on the digital space",0.9305,1.607596337490269,2.73711374801689e-06
Llama-3.1-8B-Instruct_L0_U7117_D2,Llama-3.1-8B-Instruct,0,7117,2,"Software and hardware drivers, video game descriptions, mobile phone specifications, and educational/training materials",0.9249,1.557859703230563,3.6812681927536713e-06
Llama-3.1-8B-Instruct_L0_U7117_D3,Llama-3.1-8B-Instruct,0,7117,3,"Sports injuries, game outcomes, and player careers",0.9029,1.3755817458350144,1.139109996356554e-05
Llama-3.1-8B-Instruct_L0_U7117_D4,Llama-3.1-8B-Instruct,0,7117,4,"Locations, weights, and family members related to childbirth, restaurant menus with food items, prices, and locations, details of entertainment events including artists, ticket prices, and venues, travel destinations with lodging and costs, obituaries listing family, locations, and services, company performance in terms of revenue and investments, and summit information including location, dates, and activities",0.7755,0.7380643727875289,0.0026914448030505
Llama-3.1-8B-Instruct_L0_U7117_D5,Llama-3.1-8B-Instruct,0,7117,5,Modal auxiliaries followed by desirable attributes relating to an entity or event,0.7444000000000001,0.6546084384878583,0.0077650529188289
Llama-3.1-8B-Instruct_L0_U7181_D1,Llama-3.1-8B-Instruct,0,7181,1,"Medical conditions, procedures, government agencies and programs related to public health and/or public services",0.8921,1.6020233019380068,1.94367391800201e-05
Llama-3.1-8B-Instruct_L0_U7181_D2,Llama-3.1-8B-Instruct,0,7181,2,"Ownership, locations, and years",0.5569000000000001,0.1136654376143758,0.5356770089982614
Llama-3.1-8B-Instruct_L0_U7181_D3,Llama-3.1-8B-Instruct,0,7181,3,"Religious buildings, religious figures, religious concepts, legal cases, locations, natural disasters",0.3872,-0.3719032879409691,0.2193055631058136
Llama-3.1-8B-Instruct_L0_U7181_D4,Llama-3.1-8B-Instruct,0,7181,4,"Locations, tools/equipment, or products related to workplaces or jobs, often related to protective gear or tools",0.3306,-0.5464697198598681,0.0650351435071189
Llama-3.1-8B-Instruct_L0_U7181_D5,Llama-3.1-8B-Instruct,0,7181,5,"Concepts of inevitability, change, and the future, frequently related to digital minds, technology, or societal shifts",0.2349,-0.7693088798659959,0.0038814543305672
Llama-3.1-8B-Instruct_L0_U8039_D1,Llama-3.1-8B-Instruct,0,8039,1,"Technical specifications of various products, including measurements, materials, functionality, and operating conditions",0.9972,1.461984584807566,6.084592210256089e-08
Llama-3.1-8B-Instruct_L0_U8039_D2,Llama-3.1-8B-Instruct,0,8039,2,"Months, years, names of people or organizations, places, deadlines, and monetary amounts related to resumes, residencies/fellowships, home inspections, business ventures, subscriptions, exhibitions, academic studies, construction projects, or legal cases",0.9712,0.918313642880628,2.851065911726855e-07
Llama-3.1-8B-Instruct_L0_U8039_D3,Llama-3.1-8B-Instruct,0,8039,3,"Entertainment, media, software, and events, especially in relation to specific dates, locations, or versions",0.9711,0.9282052330205016,2.8676222214266605e-07
Llama-3.1-8B-Instruct_L0_U8039_D4,Llama-3.1-8B-Instruct,0,8039,4,"Linguistics, religion, digital media, contemporary art, health",0.9375,0.7353784187541873,1.880274345485669e-06
Llama-3.1-8B-Instruct_L0_U8039_D5,Llama-3.1-8B-Instruct,0,8039,5,"Footwear, nachos, beds, whales, alcoholic beverages, closets, reeds, balloons, warranties, spas, dinnerware, scenic views, appliances, deals, detergents, costumes, saunas, sinks, and trombones",0.7055,0.3808038421894655,0.0252005254222189
Llama-3.1-8B-Instruct_L0_U9782_D1,Llama-3.1-8B-Instruct,0,9782,1,"Solar flares, chimney and dryer vent animal intrusions, mineral and ore processing, malfunctioning computer systems, drill bits, Florida maps, portable lift assist devices for injury prevention, TrackIR flight simulator head tracking, airline services, Chevrolet Silverado trucks, pituitary gland disorders, and soybean inoculants",0.9837,3.853554414092643,1.3700553560075196e-07
Llama-3.1-8B-Instruct_L0_U9782_D2,Llama-3.1-8B-Instruct,0,9782,2,"Jamaican Patois, migrant flows to Europe, Cuban-American assimilation in Florida, digital marketing internships, religious objections to contraception mandates, surgically facilitated orthodontic therapy, conversational skills, abolition of the death penalty for drug offences, cost of living in Singapore, Parseltongue in Harry Potter, flash fiction writing contests, economic growth in the Philippines, medical leadership training within the NHS, nurse anesthetist training and career prospects, marketing analytics in the e-commerce sector, rural broadband development in Kansas, land surveyor induction ceremony in Nigeria, mental health counseling graduate degree at UTEP",0.4534,-0.1815488338552254,0.612050966786212
Llama-3.1-8B-Instruct_L0_U9782_D3,Llama-3.1-8B-Instruct,0,9782,3,"Types of fluffy, usually small, animal figurines, often with additional features like ribbons or printed cardboard parts, and their characteristics, along with different uses for them like advertising",0.3662,-0.239673573515829,0.1450707424811803
Llama-3.1-8B-Instruct_L0_U9782_D4,Llama-3.1-8B-Instruct,0,9782,4,"Real estate, legal, financial, or medical services in Florida, or more generally services related to accounts, memberships, procedures, leases, property, invoices, or shipping",0.3340999999999999,-0.4378827899111905,0.0707802062780615
Llama-3.1-8B-Instruct_L0_U9782_D5,Llama-3.1-8B-Instruct,0,9782,5,"Themes of royalty, music, and religion",0.1139,-2.035204371342174,2.6004899990084055e-05
Llama-3.1-8B-Instruct_L0_U9811_D1,Llama-3.1-8B-Instruct,0,9811,1,"Self-perception, actions, and emotional responses, particularly in relation to others and societal expectations",0.8339,0.7904013462784222,0.0002756246970975
Llama-3.1-8B-Instruct_L0_U9811_D2,Llama-3.1-8B-Instruct,0,9811,2,"Business, travel, and locations related to partnerships or agreements",0.7532,0.6388588257935723,0.0058157649606601
Llama-3.1-8B-Instruct_L0_U9811_D3,Llama-3.1-8B-Instruct,0,9811,3,"Abilities, possibilities, and circumstances related to real estate, housing, or properties, often with a locational or regional context",0.7299,0.481935365845779,0.0122747556082632
Llama-3.1-8B-Instruct_L0_U9811_D4,Llama-3.1-8B-Instruct,0,9811,4,"Capability, ability, potential, resources, or opportunity",0.6998,0.4690101410093408,0.029539175166574
