model,layer,unit,desc_id_1,desc_id_2,desc_id_3,desc_id_4,desc_id_5,description_1,description_2,description_3,description_4,description_5,auc_1,mad_1,p_1,auc_2,mad_2,p_2,auc_3,mad_3,p_3,auc_4,mad_4,p_4,auc_5,mad_5,p_5,sim_12,sim_13,sim_14,sim_15,sim_23,sim_24,sim_25,sim_34,sim_35,sim_45,mean_similarity,min_similarity,max_similarity,std_similarity
Llama-3.1-8B-Instruct,30,12035,Llama-3.1-8B-Instruct_L30_U12035_D1,Llama-3.1-8B-Instruct_L30_U12035_D2,Llama-3.1-8B-Instruct_L30_U12035_D3,Llama-3.1-8B-Instruct_L30_U12035_D4,Llama-3.1-8B-Instruct_L30_U12035_D5,"Items or products related to home decor, often with additional details like brand names, locations, or specific product types","Temporal references related to schools, classes, or groups, and their activities","Saving, investing, financial services, and customer service in various industries including home services, e-commerce, and internet providers",Gene expression in human or other animal brain tissues,"Conditional and hypothetical scenarios, often related to decision-making, problem-solving, or interpersonal situations",0.9273,1.706389510639348,3.243612872348128e-06,0.8208000000000001,1.2193242181738284,0.0004749983509699,0.7912,0.8461300783239325,0.0015139810526189,0.5628,0.0961213001488166,0.4942012173341674,0.5455,0.0504139075820423,0.620484464615447,0.3727077619607597,0.3609031223712498,0.20919299368900135,0.3417229841085716,0.23209308087825775,0.26671934127807617,0.4596811258982949,0.1731453239917755,0.33506251364573814,0.3131336979190297,0.3064361945740755,0.1731453239917755,0.4596811258982949,0.08202382540646518
Llama-3.1-8B-Instruct,30,14030,Llama-3.1-8B-Instruct_L30_U14030_D1,Llama-3.1-8B-Instruct_L30_U14030_D2,Llama-3.1-8B-Instruct_L30_U14030_D3,Llama-3.1-8B-Instruct_L30_U14030_D4,Llama-3.1-8B-Instruct_L30_U14030_D5,"Cosmetics, beauty treatments, or health conditions and remedies","A description of an event or a time in someone's life, often involving a specific location or setting","Financial or legal processes, transactions, services, or advice","Products or services related to personal care, home goods, or food, including home decor, mattresses, soap, food from a restaurant, baking tools, cleaning products, pet shampoo, car parts, cookies, teeth whitening products, dolls, hot springs, flash drives, skin serum, and appliances","Features, functionality, and design of smart watches",0.3226,-0.3308943341921714,0.0533380308185977,0.1659,-1.074610873378906,0.000273303107183,0.1545,-0.842506466518709,0.0001675033926555,0.0577,-2.0391529219580575,1.4487472311120863e-06,0.0545,-1.6456214981515636,1.2158221247385956e-06,0.311115984121092,0.38081341132878466,0.609178195742701,0.33641324422280583,0.33728953155404195,0.2865841047067538,0.20384430885314941,0.36418070028058547,0.2936508357524872,0.3871740698814392,0.35102443864438404,0.20384430885314941,0.609178195742701,0.10005584701864369
Llama-3.1-8B-Instruct,30,14157,Llama-3.1-8B-Instruct_L30_U14157_D1,Llama-3.1-8B-Instruct_L30_U14157_D2,Llama-3.1-8B-Instruct_L30_U14157_D3,Llama-3.1-8B-Instruct_L30_U14157_D4,Llama-3.1-8B-Instruct_L30_U14157_D5,Commercial offerings at a location,"Food or product description with a numerical value (often weight, volume, price, or discount percentage)","Numbers, often years or monetary amounts, in financial, legal, or technical documents, often related to programs, agreements, services, or products","Discussions of executive or important figures, often related to companies or organizations, and sometimes involving legal or regulatory matters","Locations, times, and/or durations",0.8609,1.284693078990282,8.447004965315859e-05,0.8588,0.8711472077009683,9.288188280404298e-05,0.8361000000000001,0.941068562356541,0.0002510739429736,0.589,0.128517344779858,0.3325037538087688,0.5867,-0.0754208154056645,0.3451567434759233,0.4353178143501282,0.35603389143943787,0.3256013490438865,0.4474520683288574,0.638525128364563,0.3233525253341356,0.33140456676483154,0.42296741673253246,0.44300442934036255,0.23526792929374973,0.39589271189924846,0.23526792929374973,0.638525128364563,0.10382026324273637
gemma-scope-2b,0,31,gemma-scope-2b_L0_U31_D1,gemma-scope-2b_L0_U31_D2,gemma-scope-2b_L0_U31_D3,gemma-scope-2b_L0_U31_D4,gemma-scope-2b_L0_U31_D5,"Discussions of software development tools, marketing campaigns, or online discussions, often including a list of commands or actions","Names of people, locations, and products/brands, often associated with entertainment, politics, or current events","Locations, typically related to businesses or events, often with an ""outdoor"" or ""vintage"" theme, sometimes related to designers or design","Locations, objects, or events related to structured marketing or research efforts, especially those involving physical spaces or data gathering",Locations (indoor/outdoor) or descriptive words relating to age or style (vintage),0.3289499999999999,-0.3682565648875929,0.0571312523973271,0.1704999999999999,-0.7180085949378758,0.0002453769224833,0.1704999999999999,-0.7180085949378758,0.0002453769224833,0.1704999999999999,-0.7180085949378758,0.0002453769224833,0.1704999999999999,-0.7180085949378758,0.0002453769224833,0.45492318272590637,0.365267276763916,0.46428043076033554,0.3518284559249878,0.6079944968223572,0.5716973457697259,0.5219825506210327,0.6643206877326193,0.7334624528884888,0.5330507715879989,0.5268807651597369,0.3518284559249878,0.7334624528884888,0.11665105100470437
gemma-scope-2b,0,2536,gemma-scope-2b_L0_U2536_D1,gemma-scope-2b_L0_U2536_D2,gemma-scope-2b_L0_U2536_D3,gemma-scope-2b_L0_U2536_D4,gemma-scope-2b_L0_U2536_D5,"Concepts of humaneness, political processes, events happening on a stage, and small-scale events/items","Phases or progression related to processes or development, sometimes related to human activity or potential","Locations, small items or things, and motion/movement","Performance/capability, often related to delivery, stages or human biology","A multi-faceted concept related to performance spaces and the activities occurring within them, including scheduled events and specific locations within the venues",0.29005,-0.5422016467498783,0.0195853144725678,0.2823,-0.5997193773383577,0.015522865014856,0.25925,-0.5875034526369853,0.007413193253824,0.19305,-0.6626503787012465,0.0006368827513465,0.1704999999999999,-0.6943505155430157,0.0002453769545564,0.5886198421800513,0.5683941502336184,0.5738950283652551,0.544560996022166,0.4060869030848886,0.5817888530870435,0.48964679364600605,0.46350953200402745,0.458637535572052,0.5129700593370173,0.5188109693532126,0.4060869030848886,0.5886198421800513,0.059384992564050956
gemma-scope-2b,0,2696,gemma-scope-2b_L0_U2696_D1,gemma-scope-2b_L0_U2696_D2,gemma-scope-2b_L0_U2696_D3,gemma-scope-2b_L0_U2696_D4,gemma-scope-2b_L0_U2696_D5,A person's interaction with machinery/tools/devices/instruments,"Male individuals, vehicles, and acts of observation","Body parts, vehicles, and the pronoun ""he""","Transport, animals, or giving","Tools, food, or devices and their usage",0.291,-0.4863747360746309,0.0108550576609857,0.291,-0.4863747360746309,0.0108550576609857,0.291,-0.4863747360746309,0.0108550576609857,0.291,-0.4863747360746309,0.0108550576609857,0.291,-0.4863747360746309,0.0108550576609857,0.47315025329589844,0.4657671769996188,0.3955422341823578,0.5906274318695068,0.5442897352999616,0.4718957245349884,0.3855818510055542,0.5047630962870668,0.5494242579088067,0.477172315120697,0.4858214076504456,0.3855818510055542,0.5906274318695068,0.06151155812534007
gemma-scope-2b,0,2725,gemma-scope-2b_L0_U2725_D1,gemma-scope-2b_L0_U2725_D2,gemma-scope-2b_L0_U2725_D3,gemma-scope-2b_L0_U2725_D4,gemma-scope-2b_L0_U2725_D5,"Experiences, events, or entities related to travel, leisure, or tourism",End-of-sentence punctuation,End of sequence activations,End of a text excerpt,End of sequence token activations,0.5859,-0.3204917528816046,0.3177735491736875,0.5006,-0.3381458257409215,0.9948889427976926,0.4543,-0.3545496606711916,0.5949464431095741,0.4364,-0.348408821798686,0.4588189710188335,0.3367,-0.3633986706696155,0.0568294441618864,0.22083221897503158,0.23692163980941472,0.28468407070325996,0.2438945032483949,0.5732957379045653,0.6642396254253882,0.5648831984470378,0.5541748074188954,0.9508845806121826,0.514745443180476,0.48085558257246463,0.22083221897503158,0.9508845806121826,0.22325697152266735
gemma-scope-2b,0,2818,gemma-scope-2b_L0_U2818_D1,gemma-scope-2b_L0_U2818_D2,gemma-scope-2b_L0_U2818_D3,gemma-scope-2b_L0_U2818_D4,gemma-scope-2b_L0_U2818_D5,"Types of lubricant, correspondence, action to take, reticles in microscopes, government and public announcements, types of train, bone and joint supplements, criminology and academic discourse, heart ventricles, parameters, chemical compounds, ophthalmologists, well drilling bits, aseptic processing, specialized commissioning, likelihood estimates, a type of grant, favela dwellers, accountancy, and hallucinations","Equipment Coordination Professionals network actions, including changes to terms and conditions, service availability, and user registration requirements","Actions related to food preparation, cosmetics or crafts, and activities involving exertion","Actions, often religious ones, or written communication","Actions, proper names, and publicized items",0.4431999999999999,-0.2401166195050201,0.4965311835428392,0.3483999999999999,-0.3404526697547511,0.0690863863470922,0.2784999999999999,-0.4133122527462879,0.0078298727760736,0.2784999999999999,-0.4133122527462879,0.0078298727760736,0.2784999999999999,-0.4133122527462879,0.0078298727760736,0.360100107181062,0.42743006348609924,0.38916645114621873,0.4510807693004608,0.3786964561109025,0.32802540158771776,0.4091181863405511,0.5111202889013128,0.5212949514389038,0.6106794708562223,0.4386712146349451,0.32802540158771776,0.6106794708562223,0.08202422849427388
gemma-scope-2b,0,3681,gemma-scope-2b_L0_U3681_D1,gemma-scope-2b_L0_U3681_D2,gemma-scope-2b_L0_U3681_D3,gemma-scope-2b_L0_U3681_D4,gemma-scope-2b_L0_U3681_D5,End of sequence token activations,End of sequence tokens at the end of online advertisements or product descriptions,"End-of-sentence occurring after introductory contextual information, such as titles, descriptions, or lead-in phrases",Experiences or qualifications described as previous or earlier,End of sequence or a specific word following a very long sequence of empty lists,0.0377,-0.50231471333388,4.7442373329079835e-07,0.0324,-0.5016199521253701,3.503925210205849e-07,0.0263,-0.5068560464257357,2.46154356156583e-07,0.021,-0.5117859774309336,1.8050483932221997e-07,0.021,-0.5117859774309336,1.8050483932221997e-07,0.6955925226211548,0.4948279857635498,0.24295185506343842,0.581486701965332,0.6616178750991821,0.27480775117874146,0.720499575138092,0.35537129640579224,0.6421095132827759,0.29169437289237976,0.49609594494104386,0.24295185506343842,0.720499575138092,0.17910900554142634
gemma-scope-2b,0,3740,gemma-scope-2b_L0_U3740_D1,gemma-scope-2b_L0_U3740_D2,gemma-scope-2b_L0_U3740_D3,gemma-scope-2b_L0_U3740_D4,gemma-scope-2b_L0_U3740_D5,"Professions, often legal or medical, and reflexive pronouns","Themes of self-improvement, sales, and coaching, especially in relation to sports, business, or personal development",Locations or things encompassing the whole or the majority,"Inner thoughts, feelings, and experiences","Legal professionals, pastors, coaches, hotels, everything, whole, and departures",0.3942,-0.3756445715976675,0.1729049407379038,0.3285,-0.4352854357350677,0.0268501574645464,0.3285,-0.4352854357350677,0.0268501574645464,0.3285,-0.4352854357350677,0.0268501574645464,0.3285,-0.4352854357350677,0.0268501574645464,0.4444927043327478,0.3648542842355804,0.387328548749861,0.568331684569617,0.332388560033527,0.4269568113140123,0.427931164030364,0.38903108900600203,0.42372462153434753,0.3163495769292374,0.40813890447352963,0.3163495769292374,0.568331684569617,0.0669381957419545
gemma-scope-2b,0,4554,gemma-scope-2b_L0_U4554_D1,gemma-scope-2b_L0_U4554_D2,gemma-scope-2b_L0_U4554_D3,gemma-scope-2b_L0_U4554_D4,gemma-scope-2b_L0_U4554_D5,"Exclusivity, allowance, placement, increased quantity/quality, and artistic activities","Duration of service/contract/agreement, or time period of a ban/study/investment, especially in relation to business, finance, legal or technical contexts","Intelligence gathering, growing plants, placing objects, time periods, marijuana use, higher goals, something only happening once, running and the greeting ""hi"", being originally from somewhere","Exclusivity, short durations, or small quantities, sometimes referring to locations with ""Spa"" in their name","Exclusivity, limitations, or allowances",0.6361000000000001,0.0487315161013392,0.1287342795130269,0.4447,-0.265812382777876,0.5369531435200985,0.3237,-0.4313516949983084,0.0488819443316682,0.3083999999999999,-0.4343457133531557,0.0322331091675341,0.28955,-0.4606742895087123,0.0186854040300349,0.31105837225914,0.49581733321054866,0.534435244466976,0.7331228852272034,0.30490410327911377,0.476849228143692,0.39188398219538223,0.4123469240872226,0.36183691024780273,0.5899723768234253,0.46122273599405067,0.30490410327911377,0.7331228852272034,0.12703003864205578
gemma-scope-2b,0,6213,gemma-scope-2b_L0_U6213_D1,gemma-scope-2b_L0_U6213_D2,gemma-scope-2b_L0_U6213_D3,gemma-scope-2b_L0_U6213_D4,gemma-scope-2b_L0_U6213_D5,Time of year or time period and user or customer friendliness,"Times of year, customer service qualities, and community involvement","Professional or community settings, often related to careers, yearly events, and helpful personnel","Time periods including seasons like summer, winter, and the holiday season, sometimes in relation to activities like planning","Times of year/sports seasons including preseason, regular season, offseason, and specific seasons like summer and winter",0.817,0.3277390773630648,0.0003618090609073,0.817,0.3277936754585105,0.0003618090456196,0.817,0.3275806542889573,0.0003618090609073,0.817,0.3282539938839058,0.0003618090761949,0.817,0.3288661459580963,0.0003618090761949,0.7301591521217071,0.4102987157942425,0.6218040810940229,0.5552403595900332,0.5553828676850525,0.5500209867929275,0.5155152063947707,0.48436394427037655,0.4129982344509231,0.7708671689033508,0.5606650717097406,0.4102987157942425,0.7708671689033508,0.11362115883771133
gemma-scope-2b,0,6600,gemma-scope-2b_L0_U6600_D1,gemma-scope-2b_L0_U6600_D2,gemma-scope-2b_L0_U6600_D3,gemma-scope-2b_L0_U6600_D4,gemma-scope-2b_L0_U6600_D5,"Plants, specifically flowers, and also including food and their preparation","Liquids, plants, or plant-based products","Flora, water, or animals, often in a habitat or natural environment","Industrial accidents, uncontrolled plant growth, or troublesome animals near bodies of water","Flora, ecosystems, natural resources, and fixed assets",0.8574,0.3752544680573701,7.204155190919017e-06,0.8557,0.3720114784755386,7.961470536467905e-06,0.8554,0.3730169597090073,8.10278052054756e-06,0.8551,0.3707113291725236,8.246488869118647e-06,0.8551,0.3718954331201931,8.246487542080872e-06,0.6202558279037476,0.6618925333023071,0.4054633378982544,0.5990287661552429,0.5447896718978882,0.43415558338165283,0.540144681930542,0.5266624689102173,0.6925725340843201,0.47957614064216614,0.5504541546106339,0.4054633378982544,0.6925725340843201,0.0895118516597859
gemma-scope-2b,0,10338,gemma-scope-2b_L0_U10338_D1,gemma-scope-2b_L0_U10338_D2,gemma-scope-2b_L0_U10338_D3,gemma-scope-2b_L0_U10338_D4,gemma-scope-2b_L0_U10338_D5,"Partnerships, especially those threatened by external forces","Beginning of text, proper nouns related to organizations, places, and people","Appliance malfunction or repair, software drivers, pest control, computer hardware, skin/hair care products, video game cheats, industrial processes, fish food, moving company services, telemetry, biological research, medical conditions, reptilian blood parasite identification, Italian infrastructure development, holster clips, sports eyewear","Brand names, technology, financial concepts, and general concepts related to digital media or communications, often appearing multiple times in a given text","Locations, including rooms, buildings, and outdoor spaces, often with proper nouns",0.9694,3.2374235934751936,3.163689811897454e-07,0.7571,1.4275142159196104,0.0051026442745949,0.5053,0.7717342443916122,0.954388147524794,0.4373999999999999,0.731962228885488,0.4955784479755659,0.0353,-1.485619643142815,4.144002325672163e-07,0.3233314252892563,0.3043699264526367,0.30636441707611084,0.28957802057266235,0.30564458089007696,0.49740953735737636,0.6591127115223623,0.3889041841030121,0.3059544265270233,0.44477400183677673,0.3825443231627294,0.28957802057266235,0.6591127115223623,0.11377177564024633
gemma-scope-2b,0,10531,gemma-scope-2b_L0_U10531_D1,gemma-scope-2b_L0_U10531_D2,gemma-scope-2b_L0_U10531_D3,gemma-scope-2b_L0_U10531_D4,gemma-scope-2b_L0_U10531_D5,"Indefinite articles preceding nouns related to clothing items, body parts, or accessories, often within the context of fashion or product descriptions","The indefinite article preceding a noun, often related to a role, title, profession, or singular item","Indefinite articles preceding nouns related to digital content, software components, business entities, financial instruments, and technical concepts","Indefinite articles preceding nouns relating to formal official processes, communications, or legal and financial matters","Indefinite articles preceding nouns describing amenities, facilities, or features, often within the context of accommodations, locations, or events",0.9011,1.642778052216183,8.802012462785447e-06,0.7059,1.2656204912818578,0.0225272579750282,0.5839,-0.0801570820134966,0.3527450063964877,0.4275,-0.3954328356859555,0.4220116491531758,0.4261,-0.4015771864920719,0.4130992474700697,0.7032762765884399,0.6866429448127747,0.6515697448510095,0.6972412647461149,0.6754580736160278,0.6967136444620118,0.6642331085066147,0.7289716762917248,0.6344229796872758,0.6435132451637737,0.6782042958725768,0.6344229796872758,0.7289716762917248,0.028309983864509683
gemma-scope-2b,0,10698,gemma-scope-2b_L0_U10698_D1,gemma-scope-2b_L0_U10698_D2,gemma-scope-2b_L0_U10698_D3,gemma-scope-2b_L0_U10698_D4,gemma-scope-2b_L0_U10698_D5,"Products or works related to lighting fixtures, musical instruments, fashion apparel, book descriptions, food, furniture, industrial equipment, or cosmetics","Beginning of text, names of people, places, organizations, brands, products, companies, events, and acronyms","Medical, chemical or technical terminology related to specific entities or processes","Locations, people, events, and organizations often related to history, geography, or entertainment","Korean food, names, locations, music, and entertainment",1.0,86.7012329208151,5.1283342708161955e-08,1.0,55.441567756006656,5.1283342708161955e-08,1.0,97.48394830675257,5.1283342708161955e-08,1.0,87.7615731783269,5.1283342708161955e-08,1.0,98.70158749260683,5.1283342708161955e-08,0.4010911107388472,0.37771336369852326,0.4404362702629735,0.3808225989341736,0.399882435798645,0.5328577319639247,0.3893156415631991,0.2988850265409062,0.24583551312473384,0.47745954990386963,0.39442992425297957,0.24583551312473384,0.5328577319639247,0.07742528458328458
gemma-scope-2b,0,12182,gemma-scope-2b_L0_U12182_D1,gemma-scope-2b_L0_U12182_D2,gemma-scope-2b_L0_U12182_D3,gemma-scope-2b_L0_U12182_D4,gemma-scope-2b_L0_U12182_D5,"Home improvements, dental procedures, taxes, and savings accounts",Products or items and their specifications or descriptions,"Themes of socioeconomic status, philosophy, religion, academic research, entertainment, politics, magic/occultism, surveys, physics, circumvention of geoblocking, software platforms, concepts of grace and blessings, biographies, virtual reality, and education","Culinary creations, artistic endeavors, leisure activities, or product reviews",Brexit negotiations/deals,1.0,31.976186891656106,1.3877072741394167e-41,0.8427999999999999,22.74489336754297,2.179932009174991e-21,0.8427999999999999,18.97712274109529,2.179932009174991e-21,0.8427999999999999,18.74032506741215,2.179932009174991e-21,0.6855999999999999,16.079663751473966,1.2990505019172153e-07,0.3464329930285821,0.39992576837539673,0.4741813869260122,0.32336400011992517,0.34722728571973116,0.5092726642326921,0.3222340941429138,0.4554663598537445,0.3047866316076111,0.2705083328182504,0.3753399516824859,0.2705083328182504,0.5092726642326921,0.07605748461540383
gemma-scope-2b,0,12482,gemma-scope-2b_L0_U12482_D1,gemma-scope-2b_L0_U12482_D2,gemma-scope-2b_L0_U12482_D3,gemma-scope-2b_L0_U12482_D4,gemma-scope-2b_L0_U12482_D5,"Real estate, locations, and proper nouns","Pregnancy, babies, and gestational diabetes, or small size/amount",Small devices or tools,"Small, cute items or characters, often described as little","Themes of finance, politics, conflict, and negative events",0.003,-1.4257480583617843,6.158775163971522e-08,0.003,-1.4257480583617843,6.158775163971522e-08,0.003,-1.4257480583617843,6.158775163971522e-08,0.003,-1.4257480583617843,6.158775163971522e-08,0.003,-1.4257480583617843,6.158775163971522e-08,0.2579319919388303,0.36310903869759836,0.3756978213787079,0.42331069707870483,0.366204762541402,0.41033819852243747,0.20265446885499583,0.6687000192761445,0.2769442764587092,0.2820567786693573,0.3626948053416888,0.20265446885499583,0.6687000192761445,0.12255967564373342
gemma-scope-2b,0,13183,gemma-scope-2b_L0_U13183_D1,gemma-scope-2b_L0_U13183_D2,gemma-scope-2b_L0_U13183_D3,gemma-scope-2b_L0_U13183_D4,gemma-scope-2b_L0_U13183_D5,"Locations, proper nouns, and establishments related to hospitality, travel, and entertainment","Proper nouns in contexts of fantasy, media, politics, and academic disciplines","Fax services, kidney and bladder function, adjudication and legal jurisdictions, functional fitness, phone and computer interaction, software functionality, website functions, magic spells, medical leadership competency, comic and camera framing, construction diplomas, Skype functionality, VoIP functionalities, artisanal mining, and daycare competence","Fantasy elements, functions/routines, and kitchen/household appliances","Dishwashers, often the Whirlpool brand, or their components, sometimes clogged",0.7168,1.0300279230295943,0.018204826946387,0.6936,0.5725724629002825,0.0349731986460308,0.4416,-0.3382020241108867,0.5249683487161609,0.4314,-0.3592279418919546,0.4551652948575824,0.4181,-0.3874328776925645,0.3725371657912052,0.5697384733117546,0.3924476866455272,0.40736496448516846,0.2453108503017084,0.4689251817554052,0.5119369916953459,0.22776207327842712,0.49086108858221333,0.2542837858200073,0.35132909868148277,0.39199601945570406,0.22776207327842712,0.5697384733117546,0.11446170048078948
gemma-scope-2b,0,13502,gemma-scope-2b_L0_U13502_D1,gemma-scope-2b_L0_U13502_D2,gemma-scope-2b_L0_U13502_D3,gemma-scope-2b_L0_U13502_D4,gemma-scope-2b_L0_U13502_D5,"The concept of proper names of people, organizations, or locations appearing multiple times in the same text, especially in close proximity","Medical conditions, treatments, and professionals","Luxury accommodations, food, or transportation, often with specific brands or names",Proper nouns in different contexts,"Locations, people, events, products, and organizations",0.13485,-0.9988580851313776,6.958649796799312e-05,0.06385,-1.162744036344019,2.0217466380482386e-06,0.0435,-1.19161923478773,6.594440777318759e-07,0.0298499999999999,-1.2310158645853984,3.0285313052829145e-07,0.0115,-1.3023377352894454,1.028550858604587e-07,0.30569949082142434,0.3657113989763625,0.6109443538818159,0.5252749606803092,0.3145990482211686,0.38172522892205607,0.4442922208135005,0.4482153356075287,0.47451746463775635,0.47851455211639404,0.4349494054678316,0.30569949082142434,0.6109443538818159,0.09037489565090237
gemma-scope-2b,0,13988,gemma-scope-2b_L0_U13988_D1,gemma-scope-2b_L0_U13988_D2,gemma-scope-2b_L0_U13988_D3,gemma-scope-2b_L0_U13988_D4,gemma-scope-2b_L0_U13988_D5,End of text/input,End of text,End of text,End of text/document,End of text/short descriptions of items/products/services,0.5762,-0.3245273804865128,0.3934302508108754,0.5755,-0.3249155518385918,0.3977936648502606,0.5755,-0.3249155518385918,0.3977936648502606,0.5754,-0.3249153488068287,0.3984193819374089,0.5754,-0.3249246193821546,0.3984193819374089,0.9192957878112793,0.9192957878112793,0.8687441349029541,0.6889026575626539,1.0,0.9124081134796143,0.6917319710094924,0.9124081134796143,0.6917319710094924,0.6764680550377413,0.828098659210412,0.6764680550377413,1.0,0.11900052127878442
gemma-scope-2b,0,14477,gemma-scope-2b_L0_U14477_D1,gemma-scope-2b_L0_U14477_D2,gemma-scope-2b_L0_U14477_D3,gemma-scope-2b_L0_U14477_D4,gemma-scope-2b_L0_U14477_D5,"Food, specifically ingredients like dairy products, spices, and vegetables","Proper nouns related to people, places, or organizations, and words semantically connected to feelings of excitement, liveliness, or having successfully completed a task",France or French or religion or leverage or operating,"Religious belief systems, dairy products, and feelings of excitement","Nationalities, positive properties, and actions/states involving successful outcomes",0.5245,-0.305380990664737,0.7687979536587841,0.3477999999999999,-0.4245296361759297,0.066415749296981,0.31195,-0.4691626662529247,0.0232403366530709,0.2835,-0.4864695146400704,0.0089370963226776,0.2835,-0.4864695146400704,0.0089370963226776,0.3861767189292078,0.35111294084114253,0.6029787659645081,0.36919651215097304,0.36357786710658646,0.5160856227772722,0.599667024671977,0.42288256151184145,0.5083240856738025,0.49688655156573436,0.46168886511930457,0.35111294084114253,0.6029787659645081,0.09109840202000619
gemma-scope-2b,0,16268,gemma-scope-2b_L0_U16268_D1,gemma-scope-2b_L0_U16268_D2,gemma-scope-2b_L0_U16268_D3,gemma-scope-2b_L0_U16268_D4,gemma-scope-2b_L0_U16268_D5,Discussions of religion or deities,"End of sequence tokens, most frequently occurring at the end of short texts about products or reviews",End of sequence tokens,"Expression of personal experiences, facts, or opinions",End of a text excerpt,0.267,-0.3712734805057247,0.0057282680409545,0.267,-0.3712734805057247,0.0057282680409545,0.267,-0.3712734805057247,0.0057282680409545,0.267,-0.3712734805057247,0.0057282680409545,0.267,-0.3712734805057247,0.0057282680409545,0.2160399596643512,0.1807040505762053,0.4360357599215825,0.27251510187893546,0.7789524793624878,0.28353452682495117,0.6461603834080814,0.21774213016033173,0.6124720755956198,0.35415280920722525,0.3998309276599772,0.1807040505762053,0.7789524793624878,0.1994269541982606
gemma-scope-2b,10,603,gemma-scope-2b_L10_U603_D1,gemma-scope-2b_L10_U603_D2,gemma-scope-2b_L10_U603_D3,gemma-scope-2b_L10_U603_D4,gemma-scope-2b_L10_U603_D5,"Times of day, days of the week/year, or longer durations of time","Units of time like days, months, and years","Units of time (days, weeks, months, years, hours, minutes, evenings, nights, weekends, centuries, lifetimes)","Units of time, often in the context of duration, repetition, or scheduling",Units of time,0.9842,6.102784255218829,1.2558874289286173e-08,0.9735,4.440269462106258,2.604066104181892e-08,0.9575,3.323076845098874,7.529299728776229e-08,0.9003,2.4114538276440483,2.5314335077913525e-06,0.8833,2.4023076082718444,6.614851489041135e-06,0.7097032493176025,0.7192092752221014,0.6045342267910908,0.6393793225288391,0.8738431594921103,0.7374153953020396,0.8557504415512085,0.7252057790756226,0.833729217426229,0.7464893611377872,0.744525942784463,0.6045342267910908,0.8738431594921103,0.08365750739013593
gemma-scope-2b,10,1198,gemma-scope-2b_L10_U1198_D1,gemma-scope-2b_L10_U1198_D2,gemma-scope-2b_L10_U1198_D3,gemma-scope-2b_L10_U1198_D4,gemma-scope-2b_L10_U1198_D5,A brand/company name,"Methods for establishing or enhancing online presence, including website creation, backlink strategies, and online marketing","Discussions of accounts, subjects, descriptions, and learning, often within the context of a crisis or automation and online platforms or systems","Dates and times of events, often related to entertainment, education, or business","Recipes and food, often including specific ingredients or cooking methods",0.498,-0.0542164327701729,0.8451658793934881,0.498,-0.0542164327701729,0.8451658793934881,0.498,-0.0542164327701729,0.8451658793934881,0.498,-0.0542164327701729,0.8451658793934881,0.498,-0.0542164327701729,0.8451658793934881,0.287407423566889,0.2766042649745941,0.327843576669693,0.2881322927396128,0.448112434373807,0.29583852936762434,0.31786692419048035,0.44727110862731934,0.3438600096786022,0.4378538466779093,0.3470790410866531,0.2766042649745941,0.448112434373807,0.06659405416612312
gemma-scope-2b,10,1928,gemma-scope-2b_L10_U1928_D1,gemma-scope-2b_L10_U1928_D2,gemma-scope-2b_L10_U1928_D3,gemma-scope-2b_L10_U1928_D4,gemma-scope-2b_L10_U1928_D5,"Business growth, success, and effective marketing strategies","Popularity, success, or positive reception of brands, products, or ventures","Political success, popularity, and societal impact","Popularity, success, and high performance in various domains, such as entertainment, products, or personal achievements","Strong positive outcomes/results of products or services, often in a competitive context",0.9448,1.8899157578544887,9.006800977358521e-07,0.9392,2.1801504153292397,1.2325509045469369e-06,0.8822,0.7115624692845999,2.434614588282476e-05,0.8085,1.2886438291043982,0.0006573550309449,0.7649999999999999,0.5189245050053642,0.0034299292284989,0.5174159695258168,0.4970540406075701,0.49748054161783895,0.4907207190990448,0.6773410228084347,0.8135243280501032,0.5957761647834691,0.7321540436561108,0.5003106295877329,0.6109152668168992,0.593269272655302,0.4907207190990448,0.8135243280501032,0.10887198191439447
gemma-scope-2b,10,2286,gemma-scope-2b_L10_U2286_D1,gemma-scope-2b_L10_U2286_D2,gemma-scope-2b_L10_U2286_D3,gemma-scope-2b_L10_U2286_D4,gemma-scope-2b_L10_U2286_D5,Retail locations of Easter treats or the concept of family relationships,"Locations, often including cities and states/regions","Locations/areas related to business, employment, or finance","The beginning of texts describing card games, color pickers, car parts, kitchen/bathroom installations, scientific experiments, road constructions, baking tools, minerals, teeth whitening, food recipes, restaurants, optic fiber products, batteries and chargers, computer parts, pickup trucks, medical equipment, fish feeding, online communities, mattresses, and smartwatches","Displaying, viewing, presenting, or demonstrating something, sometimes within the context of an organization or event",0.0116,-0.8651380174922308,8.997126239863633e-12,0.01125,-0.865032246914234,8.695907521704718e-12,0.00965,-0.8652164400695413,7.440108651771e-12,0.0081,-0.8652702619339058,6.3937791455521826e-12,0.0079,-0.8652638932214172,6.269744447329285e-12,0.3734310642819969,0.4351045527991927,0.4594818353652954,0.3331087827682495,0.6043409580777976,0.3921636109254599,0.3770078791971285,0.4117644481799343,0.34225134001664337,0.3035770654678345,0.40322315370795325,0.3035770654678345,0.6043409580777976,0.08059952883911711
